data_compl_usg_local_m1
944.22
0.0
0.58
154.92
15724.98
3091.64
0.58
3504.46
9119.48
0.05
40.25
0.0
1771.28
426.53
2049.09
2291.21
0.0
4429.57
72.8
0.0
0.01
0.96
555.73
16656.27
0.03
4439.14
0.0
71966.65
0.0
2197.39
0.0
52.92
0.0
0.0
0.0
3229.34
0.0
161.81
0.0
8894.16
6431.65
2.06
0.0
2155.31
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
24.92
0.0
0.0
0.0
0.0
0.0
1832.0
0.0
0.0
1405.18
0.02
0.01
0.0
0.0
0.06
0.0
80.88
0.0
71.59
3066.14
3976.35
0.02
775.42
0.0
0.0
6333.8
0.0
0.0
3001.95
0.0
0.0
24.7
0.0
0.0
0.0
0.0
0.0
5643.85
1.25
88.52
704.7
0.0
0.0
9369.06
0.0
0.0
1697.87
59102.77
5503.22
0.0
0.37
5.17
1884.93
0.0
3175.96
44.7
1084.75
1988.07
0.0
500.1
417.43
13377.6
24.22
0.0
0.04
0.0
939.67
0.0
0.18
0.0
0.0
0.0
27.31
0.68
2395.61
0.0
0.26
3705.94
0.0
3819.59
0.0
105.23
4.31
0.0
3097.01
0.0
265.35
0.0
0.03
9242.27
0.0
0.0
468.39
0.0
3993.22
0.0
0.0
0.02
11929.17
510.83
0.0
0.55
0.01
0.0
0.2
0.0
0.0
402.57
772.75
0.0
0.0
0.0
8102.32
1.69
0.0
0.0
1.93
22.64
0.0
0.0
0.17
0.0
1050.47
1073.57
435.97
0.0
236.47
1473.0
1134.93
0.0
0.0
22190.2
5516.36
0.0
0.0
0.0
3684.14
0.0
0.0
5586.32
1427.05
0.0
0.0
0.0
24.44
0.0
0.0
0.08
0.0
5686.71
0.0
0.04
0.03
2975.0
0.0
0.0
0.0
140.15
0.0
0.0
279.57
0.0
0.0
0.0
0.0
0.02
0.0
0.0
24958.02
30.24
661.84
0.0
0.0
0.0
0.0
22.91
0.0
0.0
9061.44
477.74
0.0
37.28
1.84
47.78
0.0
4888.66
0.0
0.18
0.01
178.78
0.0
0.0
0.0
2459.08
0.0
339.94
0.0
0.0
0.0
0.0
0.0
0.0
3543.94
0.03
0.0
0.0
0.0
0.0
20.57
0.0
0.0
40566.48
3.44
0.0
0.0
1424.72
0.0
0.0
0.0
0.0
0.0
1024.53
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
151.07
2062.36
0.0
42.91
0.01
0.0
0.0
0.0
457.57
0.0
0.0
1538.71
0.0
0.0
0.0
1.84
1124.84
375.04
35249.14
0.0
0.0
1718.3
0.0
0.0
0.0
0.0
1079.47
0.0
418.62
834.24
0.0
6001.43
40782.99
0.0
914.37
18470.63
0.0
0.0
8.93
25.73
0.0
2504.25
13687.44
3065.16
0.0
0.0
1768.49
0.02
0.0
18195.65
0.0
0.14
0.0
0.0
15.9
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
2745.12
11737.28
0.0
0.0
0.0
0.0
0.0
506.13
0.21
260.0
0.0
0.0
0.0
0.0
868.83
0.0
0.0
33258.03
4382.07
0.0
1585.09
0.02
65.18
0.0
0.0
11.0
73.67
268.47
1051.25
71.41
0.0
0.0
714.22
4464.42
0.0
0.0
3187.3
0.0
531.52
496.44
0.0
0.0
0.04
0.0
0.0
120.98
0.0
0.0
10858.29
26.31
0.0
0.04
2737.47
0.02
1213.04
0.0
5178.16
0.0
0.0
0.0
0.0
2831.31
1372.68
0.0
0.0
1592.48
2504.71
0.0
3176.94
0.0
1676.76
11847.47
0.0
2089.48
0.0
0.0
0.0
281.87
0.0
0.0
0.0
0.0
0.02
134.88
0.0
0.0
5822.59
7.7
0.0
63.04
9.43
8.89
14624.37
0.0
0.0
0.0
0.0
0.0
0.0
5345.6
19429.9
0.0
4850.07
964.33
0.0
0.31
6316.13
4894.82
27.39
50.19
0.0
6.76
0.0
0.0
0.63
3107.75
0.0
2892.02
0.0
351.66
0.0
0.0
614.17
2116.31
2.28
0.0
0.0
0.0
0.0
0.0
0.0
3486.55
0.0
19.0
0.0
0.0
0.0
0.0
24233.65
11770.35
0.0
505.45
131.37
10831.58
0.0
0.0
0.0
88.65
2.12
0.0
0.0
0.0
0.0
56.39
0.0
4673.34
456.21
18.61
0.0
792.94
27501.27
0.0
0.0
0.0
0.01
0.12
0.0
0.0
0.0
0.0
2548.51
31894.67
0.0
4931.93
0.0
0.0
0.0
14414.11
15530.81
0.02
0.0
0.0
0.0
1.94
0.0
0.0
128.71
10369.78
0.32
0.0
1.45
774.15
0.0
0.0
0.29
0.0
3362.89
0.0
12.99
2301.86
0.0
2461.35
0.0
0.0
0.0
0.02
0.0
0.0
0.0
